source,key,site,price,name,event,link
google,娘家大紅麴,HKTVmall - HKTVmall,HK$168.00,靈芝王 - 納豆紅麴 500毫克X90片,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/Brilliance-International-(HK)-Limited/s/S1038001/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E5%25BF%2583%25E8%2587%259F%25E8%25A1%2580%25E7%25AE%25A1%25E5%2581%25A5%25E5%25BA%25B7/%25E7%25B4%258D%25E8%25B1%2586%25E7%25B4%2585%25E9%25BA%25B4-500%25E6%25AF%25AB%25E5%2585%258BX90%25E7%2589%2587/p/S1038001_S_A36263&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECLAG&usg=AOvVaw1miGUZQjQGcRDgSLbPJAJj
google,娘家大紅麴,HKTVmall - HKTVmall,HK$310.00,"漢立方-降醇速.納豆紅麴 (無盒環保裝) 中醫團隊研發,4合1獨有複方:紅麴+納豆+山楂+鉻酵母 天然不傷肝,不含藥性,不含橘黴素 此產品或有助於穩定血脂 膽固醇*",['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/%25E6%25A8%2582%25E6%259C%25AC%25E5%2581%25A5/s/H0160001/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E5%25BF%2583%25E8%2587%259F%25E8%25A1%2580%25E7%25AE%25A1%25E5%2581%25A5%25E5%25BA%25B7/%25E9%2599%258D%25E9%2586%2587%25E9%2580%259F%25E7%25B4%258D%25E8%25B1%2586%25E7%25B4%2585%25E9%25BA%25B4-%25E7%2584%25A1%25E7%259B%2592%25E7%2592%25B0%25E4%25BF%259D%25E8%25A3%259D/p/H0160001_S_MP-0800007&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECLsG&usg=AOvVaw0gHNIHTNvIi2MWWHKLj6ge
google,娘家大紅麴,HKTVmall - HKTVmall,HK$106.00,紅麴納豆粉,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/Healfront-Limited---O%27farm/s/H5132001/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B7%25BF%25E5%25A0%25B4/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B8%2582%25E5%25A0%25B4/%25E9%25A3%25B2%25E5%2593%2581-%25E5%258D%25B3%25E6%25B2%2596%25E9%25A3%25B2%25E5%2593%2581/%25E5%258D%25B3%25E6%25B2%2596%25E9%25A3%25B2%25E5%2593%2581/%25E6%25B2%2596%25E5%258A%2591%25E9%25A3%25B2%25E6%2596%2599/%25E7%25B4%2585%25E9%25BA%25B4%25E7%25B4%258D%25E8%25B1%2586%25E7%25B2%2589/p/H5132001_S_GP1191&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECMYG&usg=AOvVaw0kOuMk1JJpMFJ7JKFOB06K
google,娘家大紅麴,Yak Studio,HK$530.00,納豆紅麴,['免運費'],https://www.google.com/url?url=https://www.yakstudio.store/i/TWezTYgAA%3Flang%3Dzh-Hant&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECNEG&usg=AOvVaw0UHGju6zX6287a6NF5fKQd
google,娘家大紅麴,HKTVmall - HKTVmall,HK$50.80,台灣紅麴粉 - 80g (散裝 - 密封袋裝),['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/%25E5%25AD%2590%25E6%2583%25B3%25E7%2583%2598%25E7%2584%2599%25E6%259D%2590%25E6%2596%2599%25E5%2585%25AC%25E5%258F%25B8/s/H7144001/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B7%25BF%25E5%25A0%25B4/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B8%2582%25E5%25A0%25B4/%25E8%25AA%25BF%25E5%2591%25B3-%25E9%2586%25AC%25E6%2596%2599/%25E7%2583%2598%25E7%2584%2599%25E9%25A3%259F%25E5%2593%2581/%25E5%258F%25B0%25E7%2581%25A3%25E7%25B4%2585%25E9%25BA%25B4%25E7%25B2%2589-80g-%25E6%2595%25A3%25E8%25A3%259D-%25E5%25AF%2586%25E5%25B0%2581%25E8%25A2%258B%25E8%25A3%259D/p/H7144001_S_FLVFLVALL11&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECNwG&usg=AOvVaw0wYdqD0TPFmbQsXIRhcx5F
google,娘家大紅麴,iHerb,HK$383.71,"Thorne Research 紅麴膠囊,120粒",['+Shipping'],https://www.google.com/url?url=https://hk.iherb.com/pr/thorne-research-choleast-900-120-capsules/33643%3Frcode%3Dmkt1008%26ccode%3DHK%26currcode%3DHKD%26langcode%3Dzh-TW%26fld%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QguUECPAG&usg=AOvVaw31Xp-b-ohBei9WqFEBdQ3S
google,娘家大紅麴,HOME+,HK$42.00,肥豬妹 - 紅麴素肉條 80克,['運費：HK$80.00'],https://www.google.com/url?url=https://www.home-plus.hk/tc_hk/haahw10064/p/&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECPsG&usg=AOvVaw3M9GO4fWmqlKlHpXFFGG4v
google,娘家大紅麴,iQueen愛女人購物網,HK$285.84,【遠東生技】複方納豆紅麴膠囊90粒/瓶/盒,['+Shipping'],https://www.google.com/url?url=https://www.iqueen.com.tw/SalePage/Index/6960476%3Flang%3Dzh-TW%26currency%3DTWD%3Fcurrency%3DHKD%26lang%3Dzh-TW&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECIYH&usg=AOvVaw3959SVWn5lxQzsFJvPtPZT
google,娘家大紅麴,天貓商城,HK$114.50,【正宗】古田紅麴米納豆紅麴膠囊輔助降血脂正品官方的食品茶保健,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D646167537074%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECJIH&usg=AOvVaw3zi91S7UjSF2LXCL2hfGq9
google,娘家大紅麴,天貓商城,HK$150.72,【買3送1】修正納豆紅麴納豆激酶片納豆提取物即食包郵非日本納豆,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D579872092618%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECJ4H&usg=AOvVaw31Ppzov9c8PXxYI7Qfb1wk
google,娘家大紅麴,天貓商城,HK$453.32,[3盒裝]益諾納豆紅麴片40片*3納豆激酶1200FU納豆粉雙駿生物正品,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D43606630468%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECKoH&usg=AOvVaw0oNPaj3g4-ar80yso_EBK2
google,娘家大紅麴,iHerb,HK$155.76,"NOW Foods 紅麴素膠囊,600毫克,120粒",['+Shipping'],https://www.google.com/url?url=https://hk.iherb.com/pr/now-foods-red-yeast-rice-600-mg-120-veg-capsules/776%3Frcode%3Dmkt1008%26ccode%3DHK%26currcode%3DHKD%26langcode%3Dzh-TW%26fld%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QguUECMAH&usg=AOvVaw0bQjNYFU8cyfqhhSA-TKtL
google,娘家大紅麴,天貓商城,HK$349.33,5瓶】南京同仁堂 納豆激酶紅麴膠囊國產輔助降血脂非日本納豆片,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D664380816270%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECMwH&usg=AOvVaw0O_8eEttjiGKX3sNI4ECRP
google,娘家大紅麴,big big shop,HK$178.00,優之源 特效降醇紅麴納豆激酶片(高級版) 60克 (250克x240粒),['+Shipping'],https://www.google.com/url?url=https://www.bigbigshop.com/items/6555159655088128%3Futm_source%3Dfacebook%26utm_medium%3Dfacebook%26utm_campaign%3D6555159655088128&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECNgH&usg=AOvVaw3QZCYPgcyogikcQMLBpYPU
google,娘家大紅麴,天貓商城,HK$10.52,優質高濃度紅麴紅天然食用色素100色價熟食滷肉鴨脖紅色素紅麴粉,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D557409490410%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECOMH&usg=AOvVaw2Xudvhg8SxjKJnS06R_Z4n
google,娘家大紅麴,HOME+,"HK$2,040.00",Tenwa Health - [日本.血管通] 精制納豆激酶紅麴膠囊 (6盒優惠裝),['免運費'],https://www.google.com/url?url=https://www.home-plus.hk/tc_hk/hiws10013/p/&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECO8H&usg=AOvVaw3GIFgShUk37dKlU-WRPk0L
google,娘家大紅麴,天貓商城,HK$23.25,科隆牌紅麴紅 天然色素 200克裝 紅色穩定 使用範圍廣,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D585490943621%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECPoH&usg=AOvVaw0F-04lOc6aOtyX1zqKQfah
google,娘家大紅麴,天貓商城,HK$25.70,紅麴紅食用色素鄉巴佬專用 廣東科隆 天然紅麴紅色素100色價200g,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D559716515174%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECIYI&usg=AOvVaw3onewFwlUJ08Iusc4HFY_E
google,娘家大紅麴,big big shop,HK$360.00,古寶通脈紅麴,['+Shipping'],https://www.google.com/url?url=https://www.bigbigshop.com/items/6661483684429824%3Futm_source%3Dfacebook%26utm_medium%3Dfacebook%26utm_campaign%3D6661483684429824&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECJII&usg=AOvVaw0harxTFwzEoskIw5JIJ3ee
google,娘家大紅麴,HKTVmall - HKTVmall,"HK$1,460.00",Tenwa Health - [日本.血管通] 精制納豆激酶紅麴膠囊 (4盒優惠裝) 4897040750455_4,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/I-Wellness-(HK)-Company-Limited/s/H7946001/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E5%25BF%2583%25E8%2587%259F%25E8%25A1%2580%25E7%25AE%25A1%25E5%2581%25A5%25E5%25BA%25B7/%25E6%2597%25A5%25E6%259C%25AC%25E8%25A1%2580%25E7%25AE%25A1%25E9%2580%259A-%25E7%25B2%25BE%25E5%2588%25B6%25E7%25B4%258D%25E8%25B1%2586%25E6%25BF%2580%25E9%2585%25B6%25E7%25B4%2585%25E9%25BA%25B4%25E8%2586%25A0%25E5%259B%258A-4%25E7%259B%2592%25E5%2584%25AA%25E6%2583%25A0%25E8%25A3%259D-48970407504554/p/H7946001_S_MN0071&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECJ0I&usg=AOvVaw0KOwCkefShBwcZ0ROhnwQZ
google,娘家大紅麴,richeslifecare.com,HK$550.00,納豆紅麴+Q10 第二代升級版 Ino Care + Q10 Plus,['免運費'],https://www.google.com/url?url=https://www.richeslifecare.com/i/W0MOZ4gAA%3Flang%3Dzh-Hant&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECKgI&usg=AOvVaw0-DYjJgO_5w74mBKa7TabR
google,娘家大紅麴,天貓商城,HK$32.71,紅麴紅色素廣東科隆天然食用色素100色價食品上色增色,['免運費'],https://www.google.com/url?url=https://detail.tmall.com/item.htm%3Fid%3D21094027374%26toSite%3Dmain%26tbpm%3D3%26ovstp%3D1%26ovs_track%3D20211118.ppc_v1.google.freelistings&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECLMI&usg=AOvVaw1M6jcjtOPgqajLevo4bl1m
google,娘家大紅麴,HOME+,"HK$1,460.00",Tenwa Health - [日本.血管通] 精制納豆激酶紅麴膠囊 (4盒優惠裝),['免運費'],https://www.google.com/url?url=https://www.home-plus.hk/tc_hk/hiws10012/p/&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECL8I&usg=AOvVaw33g_YLlyODE4EN5JXmDsJa
google,娘家大紅麴,Yak Studio,HK$550.00,納豆紅麴+Q10第二代升級版,['免運費'],https://www.google.com/url?url=https://www.yakstudio.store/i/Wp5du0gAA%3Flang%3Dzh-Hant&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECMoI&usg=AOvVaw0cqePDt5z5tjiK0fx-IARJ
google,娘家大紅麴,HKTVmall - HKTVmall,HK$45.00,素紅麴肉條,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/TimeStore-%25E6%2599%2582%25E4%25BB%25A3%25E9%259B%259C%25E8%25B2%25A8/s/H7156001/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B7%25BF%25E5%25A0%25B4/%25E8%25B6%2585%25E7%25B4%259A%25E5%25B8%2582%25E5%25A0%25B4/%25E9%259B%25B6%25E9%25A3%259F-%25E7%2594%259C%25E5%2593%2581/%25E8%2582%2589%25E4%25B9%25BE-%25E9%25AD%25B7%25E9%25AD%259A%25E7%25B5%25B2-%25E9%25AD%259A%25E6%25A2%259D/%25E8%2582%2589%25E4%25B9%25BE/%25E7%25B4%25A0%25E7%25B4%2585%25E9%25BA%25B4%25E8%2582%2589%25E6%25A2%259D/p/H7156001_S_8321202101121&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECNUI&usg=AOvVaw3sZXVLT30piNGwKOREw86I
google,娘家大紅麴,HKTVmall - HKTVmall,HK$398.00,納豆紅麴血管清 400毫克X60粒X3瓶 膠囊,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/Brilliance-International-(HK)-Limited/s/S1038001/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E5%25BF%2583%25E8%2587%259F%25E8%25A1%2580%25E7%25AE%25A1%25E5%2581%25A5%25E5%25BA%25B7/%25E7%25B4%258D%25E8%25B1%2586%25E7%25B4%2585%25E9%25BA%25B4%25E8%25A1%2580%25E7%25AE%25A1%25E6%25B8%2585-400%25E6%25AF%25AB%25E5%2585%258BX60%25E7%25B2%2592X3%25E7%2593%25B6-%25E8%2586%25A0%25E5%259B%258A/p/S1038001_S_A93464&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECOAI&usg=AOvVaw2HJFe6cbfQB80tlfv7hb7V
google,娘家大紅麴,HKTVmall - HKTVmall,HK$428.00,Tenwa Health - [日本.血管通] 精制納豆激酶紅麴膠囊 (60粒裝) 4897040750455,['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/I-Wellness-(HK)-Company-Limited/s/H7946001/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E5%25BF%2583%25E8%2587%259F%25E8%25A1%2580%25E7%25AE%25A1%25E5%2581%25A5%25E5%25BA%25B7/%25E6%2597%25A5%25E6%259C%25AC%25E8%25A1%2580%25E7%25AE%25A1%25E9%2580%259A-%25E7%25B2%25BE%25E5%2588%25B6%25E7%25B4%258D%25E8%25B1%2586%25E6%25BF%2580%25E9%2585%25B6%25E7%25B4%2585%25E9%25BA%25B4%25E8%2586%25A0%25E5%259B%258A-60%25E7%25B2%2592%25E8%25A3%259D-4897040750455/p/H7946001_S_MN0024&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECOsI&usg=AOvVaw2VPL-tE5ch2wS99LXRsCHn
google,娘家大紅麴,HKTVmall - HKTVmall,HK$117.00,紅麴和甾醇 固醇習慣 30日 120粒 (4908049133337),['+Shipping'],https://www.google.com/url?url=https://www.hktvmall.com/hktv/zh/main/Jadora/s/H0623003/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E8%25AD%25B7%25E7%2590%2586%25E4%25BF%259D%25E5%2581%25A5/%25E4%25BF%259D%25E5%2581%25A5%25E7%2594%25A2%25E5%2593%2581/%25E9%2597%259C%25E6%25B3%25A8%25E8%25A1%2580%25E7%25B3%2596%25C2%25A0/%25E7%25B4%2585%25E9%25BA%25B4%25E5%2592%258C%25E7%2594%25BE%25E9%2586%2587-%25E5%259B%25BA%25E9%2586%2587%25E7%25BF%2592%25E6%2585%25A3-30%25E6%2597%25A5-120%25E7%25B2%2592-4908049133337/p/H0623003_S_169-486&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwja6brRgq_4AhWLplYBHWsfB94QgOUECPYI&usg=AOvVaw2f9vlmGYiP8CvYQ3gbq93R
